Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12847874,2020-10-20 05:14:45,2020-10-20 05:11:18,23428,19574146,0,835,17,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/012546/SRR12847874,SRX9315080,SARS-CoV-2/human/Italy/Siena2/2020-03,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539984,SAMN16453515,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena2/2020-03,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,7507046C7ACA778E34AE838739D1F98C,DB65315E0415DA029D13FF8F3E8DD72D
SRR12847873,2020-10-20 05:14:45,2020-10-20 05:10:53,5704,4400109,0,771,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/012546/SRR12847873,SRX9315081,SARS-CoV-2/human/Italy/Siena_10/2020-03-21,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539985,SAMN16453514,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_10/2020-03-21,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,3599F3DDC5958015085D9ACAA8B1CEC3,DD0D9570674AB3E547B1EE8ADDF92839
SRR12847867,2020-10-20 05:14:45,2020-10-20 05:11:57,994178,776295305,0,780,679,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012546/SRR12847867,SRX9315087,SARS-CoV-2/human/Italy/Siena_11/2020-03-21,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539991,SAMN16453513,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_11/2020-03-21,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,756141A2ED46976E51E93CCEEA6A9FAE,DF7D638BCE55E1A19803543A13E3EF35
SRR12847871,2020-10-20 05:14:45,2020-10-20 05:11:30,248885,184226377,0,740,160,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/012546/SRR12847871,SRX9315083,SARS-CoV-2/human/Italy/Siena_15/2020-05-14,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539987,SAMN16453502,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_15/2020-05-14,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,154A86CCDCF27BA802613C60D1A3B982,C6852985C9CFC226EBCBC81EF2ADFEA4
SRR12847870,2020-10-20 05:14:45,2020-10-20 05:12:37,1264945,756450828,0,598,659,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/012546/SRR12847870,SRX9315084,SARS-CoV-2/human/Italy/Siena_17/2020-05-08,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539988,SAMN16453501,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_17/2020-05-08,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,9B7FC45DE0C8DE43D52333E329F883D1,6A957BD86744C4BB29E1BA1AB80C72FD
SRR12847868,2020-10-20 05:14:45,2020-10-20 05:10:48,5849,4629305,0,791,4,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/012546/SRR12847868,SRX9315086,SARS-CoV-2/human/Italy/Siena_18/2020-06-07,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539990,SAMN16453499,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_18/2020-06-07,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,8E8D0F7F23A25514CA346B0C7131731C,40B97748A0F1FB7E09480C419B4B11FA
SRR12847866,2020-10-20 05:14:46,2020-10-20 05:11:50,732838,627660828,0,856,549,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/012546/SRR12847866,SRX9315088,SARS-CoV-2/human/Italy/Siena_19/2020-06-07,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539992,SAMN16453512,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_19/2020-06-07,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,44479F31BABDEDACF3D0C8269BD668F9,A4BFFCF82DB7ABB3EFAC0299F400A45D
SRR12847865,2020-10-20 05:14:46,2020-10-20 05:10:48,5454,4034192,0,739,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012546/SRR12847865,SRX9315089,SARS-CoV-2/human/Italy/Siena_21/2020-04-27,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539993,SAMN16453511,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_21/2020-04-27,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,A6EC55DEC5C8C7D52C1C484423614381,224337CDD4F2A8944A3BA4D86706AB25
SRR12847869,2020-10-20 05:14:45,2020-10-20 05:11:36,459994,309182852,0,672,268,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012546/SRR12847869,SRX9315085,SARS-CoV-2/human/Italy/Siena_23/2020-03-29,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539989,SAMN16453500,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_23/2020-03-29,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,21087DAF63A37C3B2C22A294676F1EFA,38F17EC4C071638403420C3E57D688DC
SRR12847860,2020-10-20 05:14:46,2020-10-20 05:11:51,42577,29956860,0,703,26,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012546/SRR12847860,SRX9315094,SARS-CoV-2/human/Italy/Siena_3/2020-03-23,AMPLICON,other,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP287764,PRJNA669459,,669459,SRS7539998,SAMN16453506,simple,2697049,Severe acute respiratory syndrome coronavirus 2,SARS-CoV-2/human/Italy/Siena_3/2020-03-23,,,,,,,no,,,,,UNIVERSITY OF SIENA,SRA1145411,,public,7D61C9740B3DF3AB788594EE6A38DD80,E6642E0703812AFC3E95338A9BE75EFA
