Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13300833,2020/12/24 16:47,2020/12/24 16:46,277729,162502774,0,585,141,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/012989/SRR13300833,SRX9729838,FCOV_004_SW1_nanopore2,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922654,SAMN17006150,simple,2697049,Severe acute respiratory syndrome coronavirus 2,FCOV_004_SW1_nanopore2,,,,,,,no,,,,,RCPCM,SRA1170142,,public,C3F4F5F357214198DEFCFAA96E3A8BA4,2A61188F715555BA6C585CD6FB5B275A
SRR13300832,2020/12/24 16:47,2020/12/24 16:46,260281,151760044,0,583,131,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/012989/SRR13300832,SRX9729839,FCOV_007_SW1_nanopore2,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922616,SAMN17006149,simple,2697049,Severe acute respiratory syndrome coronavirus 2,FCOV_007_SW1_nanopore2,,,,,,,no,,,,,RCPCM,SRA1170142,,public,AD51EF31FC38D22571159AB9017746B7,AFD8D0698CE285CFAADF78307E7FE009
SRR13300853,2020/12/24 17:50,2020/12/24 16:51,72945,24467753,0,335,21,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/012989/SRR13300853,SRX9729818,IAM14_nanopore3,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922599,SAMN17006129,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IAM14_nanopore3,,,,,,,no,,,,,RCPCM,SRA1170142,,public,D8D5425749790341DF4179A3CBAA06AD,06F7BA2F9D8778726652EF1C77A48576
SRR13300835,2020/12/24 16:48,2020/12/24 16:46,229759,120335859,0,523,104,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012989/SRR13300835,SRX9729836,ICOV_014_SW1_nanopore3,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922614,SAMN17006152,simple,2697049,Severe acute respiratory syndrome coronavirus 2,ICOV_014_SW1_nanopore3,,,,,,,no,,,,,RCPCM,SRA1170142,,public,15339468540B84BAF779EEA93C587C14,8CC9E617304D8E5888BF4BE9949C7A93
SRR13300830,2020/12/24 16:48,2020/12/24 16:47,865091,475798821,0,549,412,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/012989/SRR13300830,SRX9729841,IG_112_nanopore3_qiagen,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922618,SAMN17006147,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IG_112_nanopore3_qiagen,,,,,,,no,,,,,RCPCM,SRA1170142,,public,80F2818926230B66955100A294A78130,392C63B9D4637DD0C854254163FAA26C
SRR13300868,2020/12/24 17:50,2020/12/24 16:52,227274,120202412,0,528,104,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/012989/SRR13300868,SRX9729802,IG_120_nanopore3_artic,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922584,SAMN17006126,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IG_120_nanopore3_artic,,,,,,,no,,,,,RCPCM,SRA1170142,,public,A60286550D45CC052D7C15AB11B88DD7,A41BCA9A6A97BCB02181BD2346FEFF0A
SRR13300840,2020/12/24 17:50,2020/12/24 16:49,1003169,816434616,0,813,710,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/012989/SRR13300840,SRX9729831,IG_178_nanopore1,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922609,SAMN17006120,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IG_178_nanopore1,,,,,,,no,,,,,RCPCM,SRA1170142,,public,9830A4D0B1751E8104C43EFF10281D76,B4F4721F0E097A065596E6FB8FD62A00
SRR13300837,2020/12/24 16:49,2020/12/24 16:47,411670,214428722,0,520,186,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012989/SRR13300837,SRX9729834,IG_178_nanopore3,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922612,SAMN17006153,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IG_178_nanopore3,,,,,,,no,,,,,RCPCM,SRA1170142,,public,DDAADFC237D716D420715B5199FF5920,449A34CDDA1DDB34BB475C6111663E04
SRR13300828,2020/12/24 16:47,2020/12/24 16:45,192828,61801823,0,320,53,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/012989/SRR13300828,SRX9729842,IG_214_nanopore3_artic,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922619,SAMN17006145,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IG_214_nanopore3_artic,,,,,,,no,,,,,RCPCM,SRA1170142,,public,78A4CC3337D1737E1250697E9A8A5A98,9FCCFC2ABD4EB1B487B207415E224055
SRR13300831,2020/12/24 16:47,2020/12/24 16:46,29286,11901110,0,406,10,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/012989/SRR13300831,SRX9729840,IG_214_nanopore3_qiagen,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP297665,PRJNA682735,,682735,SRS7922617,SAMN17006148,simple,2697049,Severe acute respiratory syndrome coronavirus 2,IG_214_nanopore3_qiagen,,,,,,,no,,,,,RCPCM,SRA1170142,,public,370C3E354ED1626EDB76D4D0A9D8CF14,39F292C4A7811EF3851C6AAB02511421
