Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11593365,2020-04-23 05:01:42,2020-04-23 04:59:56,1028849,514854180,1028849,500,248,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11593365/SRR11593365.1,SRX8160309,NRW-01_Illumina,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP258006,PRJNA627229,,627229,SRS6522024,SAMN14652900,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-01,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,BE713DCF396315F2A60F9F1AB9CDCCD9,D569734C559BDEED811414D5CF3E3235
SRR11593419,2020-04-23 05:04:00,2020-04-23 05:00:35,1062621,544716606,0,512,477,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11593419/SRR11593419.1,SRX8160255,NRW-01,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP258006,PRJNA627229,,627229,SRS6522024,SAMN14652900,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-01,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,5458B9BE4F7A61765A55FCD3836A5165,174ED81572D39687B5AAAD36BEFFE4B6
SRR11593417,2020-04-23 05:04:00,2020-04-23 05:00:20,589042,300560655,0,510,263,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11593417/SRR11593417.1,SRX8160257,NRW-011,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP258006,PRJNA627229,,627229,SRS6522026,SAMN14652910,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-011,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,BB1C5D69BB8C4EA03CE263F3B94432B3,1B6191BB6946D8E72DA0C13775E3DB5C
SRR11593354,2020-04-23 05:04:00,2020-04-23 05:00:25,1634553,817885561,1634553,500,373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11593354/SRR11593354.1,SRX8160320,NRW-011_Illumina,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP258006,PRJNA627229,,627229,SRS6522026,SAMN14652910,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-011,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,2E182C4EDAB8B0D8B4223D556F55A65C,141AB86520D4F24338B227EBF7A24563
SRR11593364,2020-04-23 05:01:42,2020-04-23 04:59:59,1004234,502623008,1004234,500,226,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11593364/SRR11593364.1,SRX8160310,NRW-02-1_Illumina,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP258006,PRJNA627229,,627229,SRS6522025,SAMN14652901,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-02-1,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,D5E106328D555F053D0708DF8735027A,E638EFC95EFBABB585C6D7CD824777E7
SRR11593418,2020-04-23 05:01:41,2020-04-23 04:57:58,82003,34419270,0,419,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11593418/SRR11593418.1,SRX8160256,NRW-02-1,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP258006,PRJNA627229,,627229,SRS6522025,SAMN14652901,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-02-1,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,167558B07F5398C20E507CF3024D9C8D,B2F408E1AA9A5352C19762F50C33B7B3
SRR11593362,2020-04-23 05:04:00,2020-04-23 05:00:22,1553220,777474360,1553220,500,351,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11593362/SRR11593362.1,SRX8160312,NRW-03_Illumina,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP258006,PRJNA627229,,627229,SRS6522036,SAMN14652902,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-03,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,3A9BD9D0ED0557BB0B4ACAACC92EF098,FAFFD85A45AFE2627DE34BF90C048606
SRR11593407,2020-04-23 05:01:41,2020-04-23 05:00:15,1039814,532343180,0,511,467,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11593407/SRR11593407.1,SRX8160267,NRW-03,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP258006,PRJNA627229,,627229,SRS6522036,SAMN14652902,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-03,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,4DDFD04F9DB63FB5FDECE650150B68EA,109BA4878D6E1AA6A409EA6ACF7F975E
SRR11593396,2020-04-23 05:01:41,2020-04-23 05:00:12,941000,482244175,0,512,422,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11593396/SRR11593396.1,SRX8160278,NRW-04,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP258006,PRJNA627229,,627229,SRS6522047,SAMN14652903,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-04,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,EDEBE8BD56EA6DA54143A7F8B953D440,EC46807C1CDC6E9B458AC4790FD5561B
SRR11593361,2020-04-23 05:04:00,2020-04-23 05:00:29,1520612,760940012,1520612,500,355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11593361/SRR11593361.1,SRX8160313,NRW-04_Illumina,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP258006,PRJNA627229,,627229,SRS6522047,SAMN14652903,simple,2697049,Severe acute respiratory syndrome coronavirus 2,NRW-04,,,,,,,no,,,,,HEINRICH HEINE UNIVERSITY,SRA1068104,,public,746250E1CFECCFA3D648B4E962ABB54B,23BFB7352CB2A917338E505AE66D0A55
