Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11476445,2020-04-05 04:06:30,2020-04-05 04:05:23,1558167,925626913,1558167,594,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11476445/SRR11476445.1,SRX8052698,SEQ2847,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,CF24AD2962DF19840B755B98DBEAA870,B0DBA9D7C76CC7E57920E44A7D5D1CCD
SRR11476446,2020-04-05 05:06:31,2020-04-05 04:19:35,2025706,1205762116,2025706,595,602,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11476446/SRR11476446.1,SRX8052697,SEQ2846,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,69FFB8F33FEFD1B302BA43DA05FF804A,C3C10F03A53183F61A1FA4C48D37C4D1
SRR11476447,2020-04-05 04:22:24,2020-04-05 04:17:55,1211826,719945368,1211826,594,365,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11476447/SRR11476447.1,SRX8052696,SEQ2845,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,CB23A92AF70272725411357E9347EC4A,860909DA36A43744BFDE804454D0DD79
SRR11476448,2020-04-05 04:18:26,2020-04-05 03:58:55,1250999,743077098,1250999,593,400,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR11476448/SRR11476448.1,SRX8052695,SEQ2844,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,80CB01002940B1A2363F2D112C6B7F40,F033B2F417DBD280F600F0BAC1021932
SRR11476449,2020-04-05 05:16:29,2020-04-05 05:02:10,1039042,620869099,1039042,597,310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11476449/SRR11476449.1,SRX8052694,SEQ2843,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,02216842E418DDF50D8FDABE7B21FF49,B50D576CBF5B0E4B49CF65D3C1AC7F10
SRR11476450,2020-04-05 03:59:41,2020-04-05 03:53:03,366992,298002280,0,812,225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11476450/SRR11476450.1,SRX8052693,E0133_BC41,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,9FCE6D8E0C070EE71C1C0C485620422C,DDD896F9170D3A7F4FF9C2836219994F
SRR11476451,2020-04-05 05:17:38,2020-04-05 05:05:50,713569,585769569,0,820,442,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR11476451/SRR11476451.1,SRX8052692,E0133_BC40,AMPLICON,RT-PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,6174FC56676405306978FFED99E334E1,FA1F7B4A41D07AD4363CCD7E6726A438
SRR11476452,2020-04-05 05:10:18,2020-04-05 04:55:09,1733115,910527911,1733115,525,489,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11476452/SRR11476452.1,SRX8052691,SEQ2860,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,3CF84795E0890C336EF7E538BF5599A7,DF78FEC59FCB79DC93B21AFA19F6CD9F
SRR11476453,2020-04-05 04:53:24,2020-04-05 04:14:27,1754169,933173309,1754169,531,537,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011207/SRR11476453,SRX8052690,SEQ2859,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,632478175504C71312B0D75ABCBA7F63,CDFEBB1A2A198B088C6D299415CAB420
SRR11476454,2020-04-05 03:39:13,2020-04-05 03:37:26,1593316,910272238,1593316,571,515,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR11476454/SRR11476454.1,SRX8052689,SEQ2858,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP255151,PRJNA622817,3,622817,SRS6422657,SAMN14530228,simple,2697049,Severe acute respiratory syndrome coronavirus 2,P200013,,,,,,,no,,,,,CDC-PDD,SRA1062089,,public,E63A5137CC61F112F18B6341600DABAF,39C0801A4A425B19AA6ADDFFD7B7752B
