Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13039875,2020/11/12 8:20,2020/11/12 7:54,89038,177364636,0,1992,154,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/012734/SRR13039875,SRX9489892,1038-108,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698729,SAMN16689896,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1038,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,64A05708BE7D7BD4831AD2A9A9B50B63,E285B5F10B9AD4DADF7432DE3745B8B8
SRR13039873,2020/11/12 8:20,2020/11/12 7:57,63041,125202204,0,1986,109,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012734/SRR13039873,SRX9489894,1039-101,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698731,SAMN16689897,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1039,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,71C87A16AA91E645A436075EC63A27B5,0166DFE8574DBD4DB7C2935E4840C935
SRR13039872,2020/11/12 8:20,2020/11/12 7:58,81384,162325593,0,1994,141,,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012734/SRR13039872,SRX9489895,1041-101,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698732,SAMN16689898,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1041,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,2EEA05383BADCFF6113F31C010951499,32B0973C89D437AE09CF205C5DB08E96
SRR13039871,2020/11/12 8:20,2020/11/12 7:59,97827,195358628,0,1996,170,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012734/SRR13039871,SRX9489896,1042-108,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698733,SAMN16689899,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1042,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,1D3BC5F9F77FC047511D84DAA734E5EA,040F62131A48CAF7A6CCD277EF9C5387
SRR13039870,2020/11/12 8:20,2020/11/12 7:55,61999,122206110,0,1971,106,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012734/SRR13039870,SRX9489897,1043-101,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698734,SAMN16689900,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1043,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,7DA11B43D9EF36E942E60B7AD5AFE402,3DE1114D7B142671AF3217F3061596CE
SRR13039869,2020/11/12 8:20,2020/11/12 8:05,204149,408350832,0,2000,355,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/012734/SRR13039869,SRX9489898,1044-108,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698735,SAMN16689901,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1044,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,8DCCE54D499AE745AE1F5430CF3B27C0,87B9AC4FB6C32A6DB30B2E39FF59CD59
SRR13039868,2020/11/12 8:20,2020/11/12 7:56,72182,144166204,0,1997,125,,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/012734/SRR13039868,SRX9489899,1045-108,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698736,SAMN16689902,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1045,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,04006C65962FF6F271D972AD72F5017E,880CBBED0E655E389D7862F5F39BEA14
SRR13039867,2020/11/12 8:20,2020/11/12 7:58,103278,206319570,0,1997,179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/012734/SRR13039867,SRX9489900,1046-108,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698737,SAMN16689903,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1046,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,F1BFAED9EB3E40419E7278AF1146DC1B,07DAFA646A03F1792F4C758D3F3B4DD7
SRR13039866,2020/11/12 8:20,2020/11/12 7:56,82802,165072914,0,1993,143,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/012734/SRR13039866,SRX9489901,1048-101,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698738,SAMN16689904,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1048,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,854A1E9E49A38313FA042C13CAC03A86,07D176A557AA21E82578FCAE1B80AB83
SRR13039804,2020/11/12 8:20,2020/11/12 7:54,65064,129474464,0,1989,112,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012734/SRR13039804,SRX9489963,1049-101,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698800,SAMN16689905,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1049,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,1D7EA09275B0C6B6DE2E81E3E608F5AD,E3E20CBB2DEB27DA2B4FA645A102C069
SRR13039803,2020/11/12 8:42,2020/11/12 8:38,536452,1071535788,0,1997,933,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012734/SRR13039803,SRX9489964,1050-108,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP292275,PRJNA669043,,669043,SRS7698801,SAMN16689906,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MB-NML-1050,,,,,,,no,,,,,CANCOGEN_CPHLN,SRA1157761,,public,24EC4CBA656B74FE9C33A9EA8CAADBB0,5315A9367FAB01B12768E691CE1051B5
