Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR5622447,2021-03-31 15:56:55,,0,0,0,0,0,,,ERX5340852,e86IRL81235,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6142828,SAMEA8457976,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL81235,,,,,,,no,,,,,NVRL,ERA3700864,,public,,
ERR5625168,2021-03-31 14:39:14,,0,0,0,0,0,,,ERX5343573,e86IRL87478,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146451,SAMEA8461604,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL87478,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625169,2021-03-31 14:39:14,,0,0,0,0,0,,,ERX5343574,e86IRL88129,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146452,SAMEA8461605,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL88129,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625170,2021-03-31 14:39:14,,0,0,0,0,0,,,ERX5343575,e86IRL89315,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146453,SAMEA8461606,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL89315,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625171,2021-03-31 14:39:14,,0,0,0,0,0,,,ERX5343576,e86IRL89704,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146454,SAMEA8461607,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL89704,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625172,2021-03-31 14:39:14,,0,0,0,0,0,,,ERX5343577,e86IRL90573,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146455,SAMEA8461608,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL90573,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625173,2021-03-31 14:39:15,,0,0,0,0,0,,,ERX5343578,e86IRL91223,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146456,SAMEA8461609,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL91223,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625174,2021-03-31 14:39:15,,0,0,0,0,0,,,ERX5343579,e86IRL91318,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146457,SAMEA8461610,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL91318,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625175,2021-03-31 14:39:15,,0,0,0,0,0,,,ERX5343580,e86IRL91600,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146458,SAMEA8461611,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL91600,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
ERR5625176,2021-03-31 14:39:15,,0,0,0,0,0,,,ERX5343581,e86IRL91601,AMPLICON,unspecified,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP123896,PRJEB40277,,669764,ERS6146459,SAMEA8461612,simple,2697049,Severe acute respiratory syndrome coronavirus 2,e86IRL91601,,,,,,,no,,,,,NVRL,ERA3701872,,public,,
